Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ,AIType
1,0.00,AgentPrefab,Agent,IdleState,Idling,AllyPrefab,4.00,0.00,9.00,0.00,0.00,0.00,DStar
1,0.00,AgentPrefab,Agent,SearchState,Searching Path,AllyPrefab,4.00,0.00,9.00,0.00,0.00,0.00,DStar
1,0.00,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,4.00,0.00,9.00,N/A
2,0.02,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.00,0.00,0.00,DStar
2,0.02,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.03,0.00,0.03,4.00,0.00,9.00,N/A
3,0.04,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.03,0.00,0.03,DStar
3,0.04,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.06,0.00,0.06,4.00,0.00,9.00,N/A
4,0.05,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.06,0.00,0.06,DStar
4,0.05,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.06,0.00,0.06,4.00,0.00,9.00,N/A
5,0.05,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.06,0.00,0.06,DStar
5,0.05,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.07,0.00,0.07,4.00,0.00,9.00,N/A
6,0.05,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.07,0.00,0.07,DStar
6,0.05,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.07,0.00,0.07,4.00,0.00,9.00,N/A
7,0.05,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.07,0.00,0.07,DStar
7,0.05,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.08,0.00,0.08,4.00,0.00,9.00,N/A
8,0.06,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.08,0.00,0.08,DStar
8,0.06,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.08,0.00,0.08,4.00,0.00,9.00,N/A
9,0.06,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.08,0.00,0.08,DStar
9,0.06,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.08,0.00,0.08,4.00,0.00,9.00,N/A
10,0.06,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.08,0.00,0.08,DStar
10,0.06,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.09,0.00,0.09,4.00,0.00,9.00,N/A
11,0.06,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.09,0.00,0.09,DStar
11,0.06,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.09,0.00,0.09,4.00,0.00,9.00,N/A
12,0.07,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.09,0.00,0.09,DStar
12,0.07,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.10,0.00,0.10,4.00,0.00,9.00,N/A
13,0.07,AgentPrefab,Agent,MoveState,Attacking,AllyPrefab,4.00,0.00,9.00,0.10,0.00,0.10,DStar
