Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,CurrentX,CurrentY,CurrentZ,NextX,NextY,NextZ,AIType
1,0.00,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
1,0.00,AgentPrefab,Agent,IdleState,Idling,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,NavMesh
2,0.02,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
2,0.02,AgentPrefab,Agent,SearchState,Searching,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.24,0.00,NavMesh
3,0.05,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
3,0.05,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.24,0.00,NavMesh
4,0.09,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.05,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
4,0.09,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.05,0.00,0.00,0.24,0.00,NavMesh
5,0.09,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.14,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
5,0.09,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.14,0.00,0.00,0.24,0.00,NavMesh
6,0.10,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.15,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
6,0.10,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.15,0.00,0.00,0.24,0.00,NavMesh
7,0.10,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.16,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
7,0.10,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.16,0.00,0.00,0.24,0.00,NavMesh
8,0.10,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.16,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
8,0.10,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.16,0.00,0.00,0.24,0.00,NavMesh
9,0.11,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.17,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
9,0.11,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.17,0.00,0.00,0.24,0.00,NavMesh
10,0.11,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.17,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
10,0.11,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.17,0.00,0.00,0.24,0.00,NavMesh
11,0.11,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.18,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
11,0.11,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.18,0.00,0.00,0.24,0.00,NavMesh
12,0.12,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.24,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
12,0.12,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.24,0.00,8.33,0.08,5.50,NavMesh
13,0.12,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.01,0.24,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
13,0.12,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.01,0.24,0.00,8.33,0.08,5.50,NavMesh
14,0.12,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.01,0.24,0.01,9.00,0.00,17.00,9.00,0.00,17.00,N/A
14,0.12,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.01,0.24,0.01,8.33,0.08,5.50,NavMesh
15,0.13,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.02,0.24,0.01,9.00,0.00,17.00,9.00,0.00,17.00,N/A
15,0.13,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.02,0.24,0.01,8.33,0.08,5.50,NavMesh
16,0.13,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.02,0.24,0.01,9.00,0.00,17.00,9.00,0.00,17.00,N/A
16,0.13,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.02,0.24,0.01,8.33,0.08,5.50,NavMesh
17,0.13,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.03,0.24,0.02,9.00,0.00,17.00,9.00,0.00,17.00,N/A
17,0.13,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.03,0.24,0.02,8.33,0.08,5.50,NavMesh
18,0.14,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.03,0.24,0.02,9.00,0.00,17.00,9.00,0.00,17.00,N/A
18,0.14,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.03,0.24,0.02,8.33,0.08,5.50,NavMesh
19,0.14,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.04,0.24,0.02,9.00,0.00,17.00,9.00,0.00,17.00,N/A
19,0.14,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.04,0.24,0.02,8.33,0.08,5.50,NavMesh
20,0.14,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.04,0.23,0.03,9.00,0.00,17.00,9.00,0.00,17.00,N/A
