Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,CurrentX,CurrentY,CurrentZ,NextX,NextY,NextZ,AIType
1,0.00,AgentPrefab,Agent,IdleState,Idling,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
1,0.00,AgentPrefab,Agent,SearchState,Searching Path,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
1,0.00,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
2,0.02,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
2,0.02,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
2,0.02,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.00,0.00,0.00,9.00,0.00,17.00,9.00,0.00,17.00,N/A
3,0.08,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
3,0.08,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.10,0.00,0.08,DStar
3,0.08,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.10,0.00,0.08,9.00,0.00,17.00,9.00,0.00,17.00,N/A
4,0.09,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.10,0.00,0.08,0.10,0.00,0.08,DStar
4,0.09,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.10,0.00,0.08,0.10,0.00,0.09,DStar
4,0.09,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.10,0.00,0.09,9.00,0.00,17.00,9.00,0.00,17.00,N/A
5,0.09,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.10,0.00,0.09,0.10,0.00,0.09,DStar
5,0.09,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.10,0.00,0.09,0.11,0.00,0.09,DStar
5,0.09,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.11,0.00,0.09,9.00,0.00,17.00,9.00,0.00,17.00,N/A
6,0.09,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.11,0.00,0.09,0.11,0.00,0.09,DStar
6,0.09,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.11,0.00,0.09,0.11,0.00,0.10,DStar
6,0.09,AllyPrefab,Ally,AllyIdleState,Idling,AgentPrefab,0.11,0.00,0.10,9.00,0.00,17.00,9.00,0.00,17.00,N/A
7,0.10,AgentPrefab,Agent,MoveState,Moving,AllyPrefab,9.00,0.00,17.00,0.11,0.00,0.10,0.11,0.00,0.10,DStar
7,0.10,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.11,0.00,0.10,0.12,0.00,0.10,DStar
